cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31227334.24,100000006866783100;100000004400305100;100000005910114100;100000008477350100;100000000437046100,"Гипотеза о назначении: сбор средств; признаки по ролям — сбор 20, распределение 9, транзит 10; внутренние переводы 31227334.24 KZT. Это направление проверки, не вывод об общем контроле или виновности."
1,56,1,10014014.02,100000005782781100;100000002894076100;100000005778283100;100000002921047100;100000003158727100,"Гипотеза о назначении: сбор средств; признаки по ролям — сбор 4, распределение 2, транзит 2; внутренние переводы 10014014.02 KZT. Это направление проверки, не вывод об общем контроле или виновности."
2,146,3,19519090.0,100000003684369100;100000008304139100;100000008748914100;100000008165763100;100000004847758100,"Гипотеза о назначении: смешанный поток: распределение средств, сбор средств, транзит средств; признаки по ролям — сбор 3, распределение 4, транзит 3; внутренние переводы 19519090.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
3,41,3,4888834.28,100000004156082100;100000005339662100;100000008188026100;100000000076451100;100000004820260100,"Гипотеза о назначении: транзит средств; признаки по ролям — сбор 0, распределение 0, транзит 3; внутренние переводы 4888834.28 KZT. Это направление проверки, не вывод об общем контроле или виновности."
4,158,1,32434270.59,100000008489922100;100000008547948100;100000008710791100;100000008547844100;100000008465789100,"Гипотеза о назначении: смешанный поток: сбор средств, распределение средств, транзит средств; признаки по ролям — сбор 16, распределение 10, транзит 2; внутренние переводы 32434270.59 KZT. Это направление проверки, не вывод об общем контроле или виновности."
5,4,0,460000.0,100000006069103100;100000000201868100;100000003192220100;100000006787636100,"Гипотеза о назначении: транзит средств; признаки по ролям — сбор 0, распределение 0, транзит 1; внутренние переводы 460000.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
6,5,0,1189154.0,100000000291906100;100000004670388100;100000000291908100;100000004722630100;100000004691350100,"Гипотеза о назначении: транзит средств; признаки по ролям — сбор 0, распределение 0, транзит 1; внутренние переводы 1189154.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
7,53,1,2993313.0,100000004420041100;100000001899164100;100000003265158100;100000004386258100;100000002193259100,"Гипотеза о назначении: смешанный поток: сбор средств, распределение средств, транзит средств; признаки по ролям — сбор 2, распределение 2, транзит 2; внутренние переводы 2993313.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
8,106,0,11794744.0,100000008603629100;100000001857829100;100000003880331100;100000002723538100;100000000661912100,"Гипотеза о назначении: смешанный поток: сбор средств, распределение средств, транзит средств; признаки по ролям — сбор 2, распределение 2, транзит 2; внутренние переводы 11794744.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
9,6,1,1615030.0,100000008193577100;100000008736940100;100000008751429100;100000005456919100;100000008659445100,"Гипотеза о назначении: смешанный поток: сбор средств, распределение средств; признаки по ролям — сбор 1, распределение 1, транзит 0; внутренние переводы 1615030.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
10,126,0,24907250.33,100000000331309100;100000003796063100;100000006889963100;100000005665181100;100000000332284100,"Гипотеза о назначении: сбор средств; признаки по ролям — сбор 5, распределение 2, транзит 2; внутренние переводы 24907250.33 KZT. Это направление проверки, не вывод об общем контроле или виновности."
11,54,1,6244622.0,100000000343175100;100000006707582100;100000003115284100;100000008730846100;100000003360542100,"Гипотеза о назначении: транзит средств; признаки по ролям — сбор 1, распределение 1, транзит 3; внутренние переводы 6244622.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
12,52,5,4171441.0,100000008346837100;100000005074393100;100000008733194100;100000006424479100;100000008003034100,"Гипотеза о назначении: сбор средств; признаки по ролям — сбор 3, распределение 0, транзит 1; внутренние переводы 4171441.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
13,15,0,850450.0,100000001526235100;100000001788284100;100000002472632100;100000005505655100;100000000860514100,"Гипотеза о назначении: распределение средств; признаки по ролям — сбор 0, распределение 1, транзит 0; внутренние переводы 850450.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
14,15,0,3626010.0,100000008461532100;100000000791285100;100000006704530100;100000003122817100;100000003470579100,"Гипотеза о назначении: смешанный поток: распределение средств, транзит средств; признаки по ролям — сбор 0, распределение 1, транзит 1; внутренние переводы 3626010.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
15,14,0,1605604.0,100000007382543100;100000003001661100;100000008213966100;100000000838385100;100000004407753100,"Гипотеза о назначении: смешанный поток: сбор средств, распределение средств; признаки по ролям — сбор 1, распределение 1, транзит 0; внутренние переводы 1605604.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
16,127,7,18414962.28,100000003016635100;100000004188160100;100000008636603100;100000001530983100;100000005287097100,"Гипотеза о назначении: смешанный поток: распределение средств, сбор средств, транзит средств; признаки по ролям — сбор 6, распределение 7, транзит 4; внутренние переводы 18414962.28 KZT. Это направление проверки, не вывод об общем контроле или виновности."
17,1,1,0.0,100000000456947100,"Гипотеза о назначении: назначение по наблюдаемым переводам не определяется; признаки по ролям — сбор 0, распределение 0, транзит 0; внутренние переводы 0.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
18,61,0,4350466.67,100000005704413100;100000008104567100;100000004569484100;100000005578559100;100000008545727100,"Гипотеза о назначении: распределение средств; признаки по ролям — сбор 0, распределение 2, транзит 1; внутренние переводы 4350466.67 KZT. Это направление проверки, не вывод об общем контроле или виновности."
19,7,0,143000.0,100000004508696100;100000005911352100;100000002217806100;100000000507799100;100000004549591100,"Гипотеза о назначении: назначение по наблюдаемым переводам не определяется; признаки по ролям — сбор 0, распределение 0, транзит 0; внутренние переводы 143000.00 KZT. Это направление проверки, не вывод об общем контроле или виновности."
